Fecha del pedido,País,Total,Ganancia
02/04/2018,Honduras,350.4,40.4
19/11/2018,Panamá,118.44,-14.16
19/11/2018,Panamá,1390.32,22.32
19/11/2018,Panamá,3644.16,-1093.44
26/03/2018,Cuba,87.6,31.2
13/05/2018,México,271.8,116.4
13/05/2018,México,17150.56,3000.76
02/10/2018,México,1479.4,561.6
18/09/2018,Brasil,291,8.4
18/09/2018,Brasil,32.6,8.8
18/09/2018,Brasil,792.8,213.6
18/09/2018,Brasil,5807.2,406
18/09/2018,Brasil,397.2,130.8
18/09/2018,Brasil,4344.6,1822.6
18/09/2018,Brasil,2272.4,68
26/03/2018,México,5035.1096,1503.1096
26/12/2017,El Salvador,279.6,41.4
14/10/2018,Brasil,12689.6,5836.8
26/04/2017,Honduras,76.8,-30.8
26/05/2015,Honduras,1930.08,-3345.52
30/10/2017,México,548.8,153.6
30/10/2017,México,5282.4,-1188.6
28/10/2015,El Salvador,372.8,70.8
28/10/2015,El Salvador,3817.6,877.6
28/10/2015,El Salvador,592.2,283.8
28/10/2015,El Salvador,218.4,102.6
28/10/2015,El Salvador,292,113.6
28/10/2015,El Salvador,396,55.2
28/10/2015,El Salvador,869.6,226
05/10/2018,Panamá,550.32,-183.68
05/10/2018,Panamá,1082.88,-72.72
05/10/2018,Panamá,811.08,-420.12
21/06/2018,Colombia,1665.6,598.4
28/02/2016,Perú,1653.48,27.48
27/10/2018,México,381.6,-242.4
27/11/2016,El Salvador,979.2,273.6
08/12/2016,El Salvador,1032,102.4
08/12/2016,El Salvador,1048.2,0
08/12/2016,El Salvador,1112,188.8
08/12/2016,El Salvador,152.4,59.2
08/12/2016,El Salvador,426.8,38.4
08/12/2016,El Salvador,1479,665.4
13/05/2016,Martinica,394.8,189.2
17/10/2018,Honduras,42.24,-7.76
17/10/2018,Honduras,447.84,-1000.56
21/06/2015,Venezuela,7649.28,-3060.12
06/05/2018,Nicaragua,252.8,58
03/10/2018,México,3582.72,-717.28
03/10/2018,México,3524.4,598.8
13/11/2018,Honduras,105.48,6.48
13/11/2018,Honduras,123.48,-28.92
13/11/2018,Honduras,1510.1892,-838.6108
10/04/2016,México,282.4,24.8
10/04/2016,México,336.48,-196.32
10/04/2016,México,110,8.8
10/04/2016,México,150,44.8
10/04/2016,México,247.2,32
10/04/2016,México,172,65.2
10/04/2016,México,205.8,61.6
26/09/2016,México,10009.8,99
26/09/2016,México,136.4,34
26/09/2016,México,3951.2,-296.8
26/09/2016,México,828.4,215.2
29/11/2016,México,1428.48,463.68
29/11/2016,México,2215.68,193.68
29/11/2016,México,115.8,42.6
29/11/2016,México,959.2776,372.8776
29/11/2016,México,2512.96,345.36
22/09/2018,Panamá,267.6,-103.4
22/09/2018,Panamá,171.12,25.52
22/09/2018,Panamá,122.76,-75.84
14/12/2018,Panamá,296.64,-0.36
15/07/2018,Colombia,725.4,195.6
14/12/2015,El Salvador,1063.2,520.8
26/12/2018,República Dominicana,3963.36,-0.24
26/12/2018,República Dominicana,7327.2,1740
06/02/2017,México,613,122
08/10/2015,México,442,88
08/10/2015,México,2701.44,-33.96
29/07/2016,Nicaragua,546.6,37.8
29/07/2016,Nicaragua,403.2,156.8
23/09/2018,México,7760,2909.6
30/05/2017,Venezuela,508.8,-127.2
30/05/2017,Venezuela,631.8,93.8
10/11/2018,República Dominicana,1407.6,-1783.6
10/11/2018,República Dominicana,460.8,-115.2
10/11/2018,República Dominicana,238.4,29.8
13/06/2018,México,643,173
13/06/2018,México,1009.92,-118.08
13/06/2018,México,57.2,15.4
26/08/2018,Haití,73.8,0
26/08/2018,Haití,94.08,2.88
26/08/2018,Haití,1176,-374
26/08/2018,Haití,1990.56,264.96
26/08/2018,Haití,5806.08,-1549.52
14/03/2018,El Salvador,280,16.8
14/03/2018,El Salvador,6095.2,2011.2
14/03/2018,El Salvador,353,31
14/10/2018,Panamá,243.6,-57.2
14/10/2018,Panamá,257.76,-90.24
14/10/2018,Panamá,4133.16,-1446.84
14/10/2018,Panamá,3843.4656,-1620.1344
12/07/2017,México,6276.96,1725.96
06/10/2017,Argentina,11308.32,-1697.28
06/10/2017,Argentina,2869.204,38.004
06/10/2017,Argentina,1452.6,-387.6
23/03/2015,México,2284.8,1096.2
23/03/2015,México,21245,4886
12/09/2018,Brasil,1405.6,477.4
12/09/2018,Brasil,1562.4,265.2
16/05/2018,Chile,148.4,38.4
16/05/2018,Chile,1028,267.2
19/10/2017,México,532.8,46.8
10/11/2016,Honduras,1087.68,-580.32
10/11/2016,Honduras,2488.32,-664.08
16/08/2017,Argentina,2085.72,-591.08
28/12/2017,Guatemala,985,492
04/09/2016,Brasil,943.4192,-1403.3808
04/09/2016,Brasil,43.52,-49.28
04/09/2016,Brasil,1240.64,-1675.36
04/09/2016,Brasil,3000.9996,-3182.0004
28/05/2015,México,435.6,65.2
28/05/2015,México,229.2,29.4
28/05/2015,México,632.4,240
28/05/2015,México,880.8,-426
28/05/2015,México,137.6,61.6
28/05/2015,México,1304,325.6
28/05/2015,México,674.4,194.4
29/12/2016,Nicaragua,986.4,98.4
18/09/2017,Perú,1390.32,-324.48
24/05/2016,El Salvador,583.2,0
24/05/2016,El Salvador,8253.6,330
04/12/2016,El Salvador,200,48
04/12/2016,El Salvador,260,98
21/10/2018,Uruguay,1579.8,378.6
02/11/2016,Nicaragua,228,15.6
02/11/2016,Nicaragua,1148,194.4
02/11/2016,Nicaragua,508.2,166.6
23/12/2015,Argentina,472.68,-181.32
23/12/2015,Argentina,23006.16,381.96
13/03/2016,México,350.88,40.88
10/12/2015,México,1819.2,90
10/12/2015,México,7806.08,-0.32
13/09/2015,El Salvador,1085.6,423.2
13/09/2015,El Salvador,582,186
28/08/2017,México,1148,194.4
28/08/2017,México,553.6,16.4
28/08/2017,México,12068.4,2292
19/08/2016,México,10582.792,-21.208
13/10/2015,República Dominicana,2065.6,489.6
08/07/2016,Honduras,844.8,-507.2
10/09/2015,Colombia,101,7
10/09/2015,Colombia,1485,445.2
10/09/2015,Colombia,582,128
10/09/2015,Colombia,976,283
10/09/2015,Colombia,2880.8268,1032.8268
10/09/2015,Colombia,379.8,144
24/01/2018,El Salvador,288.6,77.4
06/09/2016,Panamá,2305.6488,-817.9512
06/09/2016,Panamá,3339.6,-2004.4
06/09/2016,Panamá,291,-93
06/09/2016,Panamá,305.28,-86.72
04/09/2017,México,775.2,-29.4
04/09/2017,México,913.8,355.8
04/09/2017,México,2226.4,88.8
04/09/2017,México,380.8,121.6
10/12/2017,Nicaragua,1009.2,90.6
27/10/2018,México,489.12,-55.08
27/10/2018,México,591.6,100.2
08/02/2017,México,1291.2,606.4
08/02/2017,México,1150.08,-201.92
08/02/2017,México,6247.36,468.16
08/02/2017,México,442.8,4.2
08/02/2017,México,256,40.8
22/09/2015,Honduras,163.68,-68.32
22/09/2015,Honduras,14032.44,-6782.76
22/09/2015,Honduras,796.32,-371.68
07/10/2015,Brasil,21476,9234.4
08/11/2015,México,350.8,126.2
16/08/2018,Argentina,2046.24,-239.36
22/09/2017,Guatemala,4236.7096,882.7096
22/09/2017,Guatemala,268.2,2.4
22/09/2017,Guatemala,97.6,48.8
11/11/2016,Nicaragua,2527.1356,1134.3356
29/12/2016,Argentina,445.68,-111.72
08/10/2017,Panamá,586.8,-147
16/10/2018,Argentina,133.2,4.2
16/10/2018,Argentina,635.52,-201.28
12/03/2015,Venezuela,270.36,-140.04
19/06/2017,República Dominicana,963.2,-192.8
18/09/2018,México,420,155.2
18/09/2018,México,478.2,-135.8
08/10/2018,México,1745.6,-152.8
28/06/2016,Colombia,287.2,140
28/06/2015,Venezuela,359.76,-36.24
28/06/2015,Venezuela,2672.28,-491.92
14/11/2018,Honduras,733.44,-110.16
14/11/2018,Honduras,2883.556,-250.844
14/11/2018,Honduras,650.16,-325.44
12/12/2017,Cuba,9423.6,2920.8
12/12/2017,Cuba,1049.6,513.6
12/12/2017,Cuba,878.4,25.8
12/12/2017,Cuba,8951.8,1520.2
12/12/2017,Cuba,3918.6,1293
16/06/2015,Cuba,270,48.6
26/08/2015,República Dominicana,264.96,42.96
26/08/2015,República Dominicana,603.36,128.16
18/07/2015,Cuba,363,119
18/07/2015,Cuba,714.6,91.8
18/07/2015,Cuba,803.2,64
26/12/2018,Honduras,358.56,-90.24
26/12/2018,Honduras,9095.52,302.72
09/12/2015,México,527.8,205.8
09/12/2015,México,22268.16,5009.76
09/12/2015,México,1881.92,23.52
09/12/2015,México,559.2,106.2
26/05/2016,República Dominicana,213.6,72
26/05/2016,República Dominicana,1947.84,535.44
19/11/2017,Brasil,830.88,-415.92
19/11/2017,Brasil,86.16,-43.44
15/04/2016,Brasil,2089.6,1003
15/04/2016,Brasil,2758.8,772.2
15/04/2016,Brasil,722.4,108
17/05/2017,Panamá,66.72,-3.48
20/01/2015,México,3722.8,818.8
06/12/2016,República Dominicana,1150.08,402.08
06/12/2016,República Dominicana,1839.5496,-212.4504
06/12/2016,República Dominicana,121.28,-19.92
26/12/2015,Barbados,664.4,219.2
10/11/2018,Colombia,171.6,46.2
10/11/2018,Colombia,845.2,422.4
19/08/2018,México,2597.5944,723.1944
19/08/2018,México,600.96,-45.44
03/06/2016,México,595.2,4.8
10/04/2018,Nicaragua,1110.6,244.2
13/06/2018,México,666,332.4
06/11/2018,México,206.4,76
08/09/2018,Panamá,96.84,-2.16
15/12/2015,Chile,982,245.4
25/05/2017,Uruguay,207.2,74.4
25/05/2017,Uruguay,351.2,20.8
25/05/2017,Uruguay,325.2,90.6
19/05/2018,Brasil,11828.296,94.296
19/05/2018,Brasil,10101.6,604.8
19/05/2018,Brasil,2266,181
19/05/2018,Brasil,2035.2,121.2
09/04/2017,Honduras,651.36,-217.44
09/04/2017,Honduras,2600.64,-1301.76
09/04/2017,Honduras,394.56,-138.24
09/04/2017,Honduras,286.2,-181.8
27/12/2017,México,264,84
27/08/2018,Argentina,75.36,-44.04
03/11/2018,República Dominicana,1269.6,443.6
03/11/2018,República Dominicana,147.2,22
29/11/2016,México,2431.68,-152.52
29/11/2016,México,758.8,379.2
29/11/2016,México,4250,595
29/11/2016,México,1297.6,609.6
12/01/2017,Cuba,1881.6,375.6
12/01/2017,Cuba,1010.4,434.4
12/01/2017,Cuba,177,79.2
03/09/2015,Nicaragua,4059.2,689.6
03/09/2015,Nicaragua,343,78
03/09/2015,Nicaragua,1586,396
19/05/2018,Argentina,437.4,72.6
19/06/2018,Honduras,1745.28,116.28
09/03/2015,Argentina,162.36,-8.64
05/09/2018,México,4788.404,1957.204
05/09/2018,México,403.2,72
29/11/2017,Guatemala,654.8,235.6
07/03/2017,Brasil,6643.6,1660.8
07/03/2017,Brasil,3816,1755.2
27/12/2017,Brasil,970.2,358.8
27/12/2017,Brasil,88.4,7.8
16/02/2015,Cuba,2393,311
16/02/2015,Cuba,5170.8,1809.6
16/02/2015,Cuba,107.2,44.8
16/02/2015,Cuba,2940.108,494.508
27/11/2016,República Dominicana,517.44,109.84
27/11/2016,República Dominicana,1167.12,-408.88
23/11/2015,Nicaragua,7525.1196,1342.1196
23/11/2015,Nicaragua,3318.4,232
23/11/2015,Nicaragua,24434.8,1219.4
08/04/2018,Panamá,203.52,-115.48
08/04/2018,Panamá,2375.28,-1504.92
08/04/2018,Panamá,729,-291.6
08/04/2018,Panamá,1513.8,-908.4
28/12/2016,Cuba,4428,974
28/08/2016,México,563,67
28/08/2016,México,192,74.4
28/08/2016,México,378.6,-38.4
28/08/2016,México,275.8,54.6
28/08/2016,México,2582.4,128.8
28/08/2016,México,1566.4,438.4
28/08/2016,México,129.2,48.8
16/10/2018,Trinidad y Tobago,2258.2,89.6
26/06/2017,Cuba,248.8,32
19/11/2017,México,5782,0
19/11/2017,México,21152.16,-3966.84
19/11/2017,México,896,277
02/02/2017,República Dominicana,3054.72,-572.88
02/02/2017,República Dominicana,3063.2,-2634.4
07/11/2017,Brasil,1508,512
22/01/2016,México,681.2,6.8
28/10/2015,Cuba,168.2,53.8
28/10/2015,Cuba,1715,823
02/03/2016,Colombia,827.7412,247.1412
02/03/2016,Colombia,634.8,304.4
02/03/2016,Colombia,5066,759
02/03/2016,Colombia,396.8,3.6
19/09/2017,México,768,145
19/09/2017,México,938.4,346.8
19/09/2017,México,200.8,92
04/10/2018,Brasil,707.4,332.4
24/06/2018,Cuba,2027.2,39.2
15/11/2015,Brasil,10002.6,2000.4
17/10/2018,Brasil,775.6,285.6
11/10/2017,México,1004.8,0
11/10/2017,México,541.8,124.6
09/12/2018,Chile,1782.4,641.6
03/06/2016,El Salvador,8045.6,1528
03/06/2016,El Salvador,215.4,85.8
03/06/2016,El Salvador,3564,35
20/12/2016,Cuba,144,34.2
28/03/2018,México,1478.4,92.4
28/03/2018,México,1546.24,154.24
28/03/2018,México,3416,888
28/03/2018,México,10116.96,1263.36
28/03/2018,México,416,87.2
13/05/2015,República Dominicana,923.52,57.12
26/05/2018,El Salvador,223,57
26/05/2018,El Salvador,227.2,90.4
06/06/2017,Honduras,21802.44,-6905.36
26/03/2017,México,202.8,-17.2
26/03/2017,México,396,49.4
26/03/2017,México,198.4,51.2
26/03/2017,México,3965.76,-843.84
25/09/2018,El Salvador,3116.2,342.6
12/09/2018,Nicaragua,1433.6,89.6
12/09/2018,Nicaragua,688.4,268.4
29/09/2018,Panamá,3321.6,-110.8
19/10/2015,Cuba,111.2,46.6
27/03/2017,República Dominicana,186.24,4.64
27/03/2017,República Dominicana,1542.4,-385.6
27/03/2017,República Dominicana,453.12,-62.48
13/07/2016,México,2648.16,-662.04
26/09/2018,Brasil,199.4,51.8
26/09/2018,Brasil,777,387.8
05/05/2016,México,6980.4112,1314.8112
30/11/2018,Haití,2631.36,-175.84
30/11/2018,Haití,205.8,-89.2
31/12/2018,México,222.6,39.6
12/03/2018,República Dominicana,752.16,-169.44
12/03/2018,República Dominicana,3577.6,580.6
12/03/2018,República Dominicana,271.2,43.8
30/12/2018,Nicaragua,1675.8,770.4
05/08/2015,México,148,0
27/07/2016,México,1888,18.8
27/07/2016,México,5929.9164,760.3164
27/07/2016,México,616.2,209.4
01/09/2018,Cuba,993.6,327.6
01/09/2018,Venezuela,972.72,-178.48
01/09/2018,Venezuela,95.16,-8.04
16/06/2017,México,4231.9192,415.5192
04/07/2017,Brasil,1268,265.6
04/07/2017,Brasil,6319.1364,873.5364
04/07/2017,Brasil,56.4,12.4
27/10/2017,Jamaica,3776.8,868.4
17/04/2017,Panamá,810,-243
08/04/2018,Honduras,236.16,-8.04
08/04/2018,Honduras,1128.24,-508.56
01/11/2015,República Dominicana,670,-322
31/10/2017,Nicaragua,978,244.2
31/10/2017,Nicaragua,21250,2975
11/08/2018,México,1213.2,169.6
01/06/2016,Nicaragua,495.2,123.6
01/10/2017,El Salvador,169.2,76
15/09/2018,Cuba,1329.6,531.2
15/09/2018,Cuba,136.8,31.2
01/06/2015,México,7617.3348,1205.7348
27/05/2018,Nicaragua,1466.4,659.6
27/05/2018,Nicaragua,822.4,90.4
27/05/2018,Nicaragua,325.2,120.2
27/05/2018,Nicaragua,6980.4112,1314.8112
20/09/2017,Panamá,991.08,-545.52
09/09/2018,Honduras,613.8,-215.2
09/09/2018,Honduras,5996.76,-13992.44
16/06/2016,México,1615.9616,304.3616
07/06/2016,Nicaragua,1020.8,398
26/07/2016,Brasil,17311,173
30/03/2015,México,2605.2,963.6
22/04/2015,El Salvador,2465.6,172.4
22/04/2015,El Salvador,856.2,393.8
22/04/2015,El Salvador,892.4,383.6
22/04/2015,El Salvador,331.8,59.4
22/12/2018,El Salvador,2287.8,114
21/09/2017,El Salvador,4170,1334
30/04/2017,El Salvador,735,271.6
30/04/2017,El Salvador,2266,181
19/12/2018,Brasil,677.2,13.2
30/10/2016,Brasil,1403.2,504.8
30/10/2016,Brasil,951.2,218.4
30/10/2016,Brasil,606,181.2
15/03/2015,Panamá,492.6,-140.4
15/03/2015,Panamá,3788.88,-947.52
18/05/2018,Brasil,359,32
19/05/2016,México,6927,138
11/12/2018,México,2841.9048,477.9048
18/05/2015,El Salvador,320,16
16/12/2018,Nicaragua,222,110.8
16/12/2018,Nicaragua,628,75.2
13/08/2015,El Salvador,2899.8,520.2
12/04/2017,Brasil,303,21
30/11/2015,Honduras,160.56,-62.04
30/10/2017,Nicaragua,975.6,429
20/09/2017,Nicaragua,1680.4,705.6
07/10/2018,Cuba,4214.7536,1765.1536
14/11/2018,México,3415.5552,1156.3552
14/11/2018,México,111.2,41
14/11/2018,México,880.6,123.2
06/08/2017,República Dominicana,543.2,5.6
06/08/2017,República Dominicana,462.72,97.92
21/06/2015,México,339.2,80.8
21/06/2015,México,15162.8136,6806.0136
21/06/2015,México,1596.8,700.8
12/11/2018,Nicaragua,4755.2704,2182.0704
24/03/2018,México,655.84,-24.76
29/09/2018,México,12747,2931.6
18/01/2017,República Dominicana,975.6,-117.6
18/01/2017,República Dominicana,171.2,38.4
29/12/2015,México,1245.6,497.6
01/01/2018,Nicaragua,818,204
18/05/2017,El Salvador,4156.2,82.8
18/05/2017,El Salvador,273.2,125.6
04/08/2016,Brasil,14550.8,2618
29/09/2018,Guatemala,979.2,303
29/09/2018,Guatemala,544.4,130.4
06/11/2017,Colombia,722.4,252.8
29/01/2017,Guatemala,264,123.6
31/07/2018,República Dominicana,624.96,202.96
31/07/2018,República Dominicana,394.4,123.2
31/07/2018,República Dominicana,284.8,60.4
14/12/2017,Guatemala,213.6,36
14/12/2017,Guatemala,1002.6,118.8
04/06/2015,Paraguay,605.6,260.4
19/06/2017,México,58.2,6.8
26/12/2016,Panamá,6061.328,-1642.672
27/09/2017,Cuba,3620,1701
27/09/2017,Cuba,192.4,24.8
13/03/2017,República Dominicana,447.52,-5.68
24/11/2016,Brasil,919.2,91.8
19/07/2018,Argentina,200.52,-70.68
19/07/2018,Argentina,2893.0044,-1026.1956
19/07/2018,Argentina,85.14,-174.46
30/05/2016,Brasil,677.2,13.2
24/11/2015,Perú,2662.2,-1686.8
28/11/2017,México,683,211
28/11/2017,México,411.6,115.2
28/11/2017,México,273,114.6
28/11/2017,México,174.8,20.8
09/01/2017,México,7514.88,-1127.52
09/01/2017,México,860.4,369.6
09/01/2017,México,663.2,178.8
09/01/2017,México,1713.12,-228.48
09/01/2017,México,1936.8,426
09/01/2017,México,880.32,-249.68
09/01/2017,México,5254.8,1208.4
23/10/2016,Cuba,442,88
23/10/2016,Cuba,226.8,56.4
23/10/2016,Cuba,843,227.4
16/10/2018,Brasil,700.96,-718.64
02/08/2018,El Salvador,190.4,87.2
28/09/2015,Guatemala,253.6,35.2
10/05/2015,México,615.36,-23.44
10/05/2015,México,719.4,237
17/07/2017,México,249.2,2.4
29/04/2016,Honduras,12076.7296,-2868.8704
29/04/2016,Honduras,496.2,-314.8
16/08/2017,México,1184.8,106.4
16/08/2017,México,3134.88,509.28
06/01/2018,Cuba,1507.2,103.2
04/11/2018,Brasil,210.6,31.2
11/05/2016,Brasil,4542.4,1271.2
11/05/2016,Brasil,164.8,34.4
11/05/2016,Brasil,79.8,27
20/06/2017,Brasil,4477.4272,1785.4272
10/11/2018,Argentina,2036.16,169.56
10/11/2018,Argentina,1167.12,-408.88
09/08/2018,México,1807,162
11/03/2018,México,5838.72,-146.28
30/09/2018,México,519.4,161
30/09/2018,México,5009.92,-751.68
15/08/2018,Cuba,501.2,230.4
08/07/2018,Brasil,546.6,37.8
26/09/2017,República Dominicana,1086,-65.4
26/09/2017,República Dominicana,410.88,20.48
05/04/2016,Brasil,121.8,43.8
07/05/2018,Brasil,949.8,218.4
25/12/2015,México,851.2,266
25/12/2015,México,724.8,35.2
30/06/2018,Brasil,1290.4,51.2
16/10/2015,México,3393.9984,1013.1984
09/11/2017,Honduras,1660.32,-249.28
09/11/2017,Honduras,357.12,-232.68
09/11/2017,Honduras,4525.5444,-772.4556
09/04/2018,Brasil,691.8,214.4
09/04/2018,Brasil,532.8,74.4
09/04/2018,Brasil,454.8,99.6
09/04/2018,Brasil,676.8,175.2
04/11/2016,Brasil,2816.1564,135.3564
03/08/2017,Brasil,3267.6,816
11/10/2017,El Salvador,268.8,134.4
11/10/2017,El Salvador,352,102
25/10/2018,Martinica,1547,0
25/10/2018,Martinica,341.4,3
25/10/2018,Martinica,1023.2,378.4
14/08/2017,Nicaragua,88.4,11.4
14/08/2017,Nicaragua,333.2,92.4
13/06/2017,El Salvador,4699.2,798.4
24/06/2018,Nicaragua,680.4,169.2
24/06/2018,Nicaragua,1271,470
24/06/2018,Nicaragua,4748,1376
12/10/2016,Honduras,462,-246.4
12/10/2016,Honduras,190.56,-54.04
27/09/2015,Colombia,2722,299.2
27/09/2015,Colombia,279.6,0
27/09/2015,Colombia,600.6,287
27/09/2015,Colombia,1631.5304,111.1304
27/09/2015,Colombia,677.2,13.2
27/09/2015,Colombia,4241.4,127.2
27/09/2015,Colombia,2810.4,55.2
27/09/2015,Colombia,319.6,127.6
27/09/2015,Colombia,997.2,358.8
27/09/2015,Colombia,258,51.6
06/06/2016,República Dominicana,614.4,76.8
06/06/2016,República Dominicana,1778.24,377.84
15/09/2018,Honduras,82.08,-23.52
11/05/2017,El Salvador,1134.6,374.4
03/09/2018,República Dominicana,150.72,26.32
10/12/2018,Nicaragua,1270,558
10/12/2018,Nicaragua,978,352
25/06/2018,El Salvador,349.2,76.8
25/06/2015,México,1322.6,436.4
25/06/2015,México,1002.6,99
14/02/2016,Brasil,2545.2,1144.8
25/04/2016,México,279,117
25/04/2016,México,1592.96,39.76
25/04/2016,México,2744.16,-480.24
25/04/2016,México,6724.48,756.28
03/01/2018,El Salvador,3822.1404,413.5404
03/01/2018,El Salvador,539,32.2
03/01/2018,El Salvador,562,151.6
22/12/2017,Nicaragua,7572,2498.4
22/12/2017,Nicaragua,434.8,95.6
22/12/2017,Nicaragua,860.4,369.6
22/12/2017,Nicaragua,1398,517
20/09/2017,Nicaragua,382.4,99.2
24/06/2016,Honduras,180.48,-21.12
24/06/2016,Honduras,129.6,12.6
26/09/2018,Guatemala,1291.2,645.6
26/09/2018,Guatemala,802.8,304.2
26/09/2018,Guatemala,165,4.8
11/09/2018,República Dominicana,713.28,-80.52
15/11/2016,México,2750.72,-481.48
15/11/2016,México,428.4,0
18/04/2016,Brasil,5065.848,1663.848
16/10/2018,El Salvador,2272.4,68
23/08/2017,Chile,232.2,53.4
24/05/2017,Colombia,4739.502,369.502
24/05/2017,Colombia,591.2,141.6
24/05/2017,Colombia,5834.8,933.2
24/05/2017,Colombia,3967.2496,707.2496
24/05/2017,Colombia,952.2,456.6
19/01/2017,Guatemala,11193.6,223.8
19/01/2017,Guatemala,3829,268
07/02/2018,México,1642,821
28/09/2017,El Salvador,108.8,34.8
01/01/2018,Nicaragua,505,50
01/01/2018,Nicaragua,11982.986,1655.986
01/01/2018,Nicaragua,401.4,112.2
10/07/2017,Honduras,618.48,-144.72
09/02/2015,México,4067.04,1067.04
09/02/2015,México,5132.9136,915.3136
20/07/2017,Panamá,2536.4768,-1705.1232
20/07/2017,Panamá,133.2,-88.8
09/09/2015,República Dominicana,1562.8032,-219.5968
09/09/2015,República Dominicana,132.96,41.16
09/09/2015,República Dominicana,5469.44,1914.24
12/05/2016,Brasil,153.2,0
06/11/2017,Guatemala,177.6,15.6
06/11/2017,Guatemala,1581,600
06/11/2017,Guatemala,1002.2,410.8
31/05/2015,Brasil,4891.2,293.2
31/05/2015,Brasil,11982.986,1655.986
28/10/2018,República Dominicana,822.72,184.92
16/06/2018,México,1875.6,74.8
16/06/2018,México,638.08,143.28
29/12/2018,El Salvador,143.6,57.2
03/10/2018,México,725.4,195.6
03/10/2018,México,358.8,128.8
27/12/2018,México,2480.8284,1088.2284
27/12/2018,México,553.6,254.4
03/12/2018,México,177.8,39
21/07/2018,Cuba,257.2,51.2
21/07/2018,Cuba,372.4,145.2
21/07/2018,Cuba,5482,1973
29/12/2018,Chile,1177.4,222.6
16/09/2016,República Dominicana,273.6,-48.4
27/12/2015,República Dominicana,175.68,30.48
27/12/2015,República Dominicana,1201.28,224.88
07/01/2018,Guatemala,2349.2,281.6
12/12/2017,El Salvador,9606.4,2785.6
23/04/2018,México,2300.16,-403.84
18/10/2017,Guatemala,113.2,31.6
03/12/2018,Honduras,227.04,-128.96
22/10/2018,Brasil,1028.8,276.8
22/10/2018,Brasil,2511.6,1079.4
22/10/2018,Brasil,344,79
22/10/2018,Brasil,8660.644,2325.644
22/10/2018,Brasil,1080.4,270
22/10/2018,Brasil,1999,839.4
30/10/2016,México,537.6,53.6
25/12/2017,Cuba,1112.2,44.4
25/12/2017,Cuba,351.6,144
02/05/2017,México,1004.4,310.8
07/06/2017,México,2595.6,1167.6
07/06/2017,México,612.8,72
07/06/2017,México,6572.16,2382.36
12/10/2018,Cuba,14830,7415
08/12/2017,México,268.8,120.6
08/12/2017,México,249.6,99.6
08/12/2017,México,525,252
08/12/2017,México,189.6,60.4
25/01/2018,México,9700.48,-364.32
18/06/2017,Haití,2658.24,-1728.16
18/06/2017,Haití,10914.12,-5275.48
29/05/2016,Guatemala,5709,2397
02/06/2017,República Dominicana,6808.48,-596.12
02/06/2017,República Dominicana,1195.68,99.28
25/10/2018,Brasil,1128.6,122.4
25/10/2018,Brasil,1711.6,0
25/10/2018,Brasil,412.8,152
25/10/2018,Brasil,896.4,89.4
04/10/2016,Brasil,160,25.6
11/05/2015,Nicaragua,65,27.2
29/05/2017,México,1993.92,-374.88
29/05/2017,México,4650,279
10/12/2018,México,12677.6,2217.6
10/12/2018,México,441.12,-88.48
10/12/2018,México,1283.04,-834.36
10/12/2018,México,490.2,88.2
30/07/2018,Nicaragua,7616,1142.4
19/09/2016,Venezuela,100.44,-66.96
19/09/2016,Venezuela,240,-64
17/11/2016,Honduras,90.72,-44.08
17/11/2016,Honduras,2342.76,-546.84
17/11/2016,Honduras,885.6,-1535.2
01/03/2018,Honduras,594,-258
01/03/2018,Honduras,3825.1668,-2571.4332
18/10/2016,Cuba,1253.6,24.8
18/10/2016,Cuba,800,344
18/10/2016,Cuba,3338.4,1635.6
25/10/2018,Cuba,2857,971
01/11/2017,México,803,393
01/11/2017,México,440,96
01/11/2017,México,2770.8,55.2
25/07/2018,México,469.6,168.8
25/07/2018,México,1660,232
28/09/2017,República Dominicana,182.4,-41.4
25/06/2017,México,262.8,93.6
25/06/2017,México,705.6,12.8
25/06/2017,México,164.8,22.8
25/06/2017,México,2864.64,429.44
15/09/2017,República Dominicana,4834.08,-6124.32
17/06/2015,México,931.8,270
17/03/2018,Brasil,207.6,28.8
26/10/2015,Nicaragua,3392.96,508.56
26/10/2015,Nicaragua,6757.2,1756.8
26/10/2015,Nicaragua,827.6,82.4
26/10/2015,Nicaragua,877.2,412.2
26/10/2015,Nicaragua,253.2,14.4
26/10/2015,Nicaragua,182.4,16.4
20/10/2018,México,1149.2,137.6
20/10/2018,México,5626.8,224.4
11/03/2018,México,52.2,18.6
11/03/2018,México,3830.4,1197
11/03/2018,México,404.16,20.16
11/03/2018,México,6594.24,-0.36
11/03/2018,México,1087,239
22/11/2018,Ecuador,1585.8,222
14/10/2015,México,304.2,-25.8
14/12/2017,Brasil,946.8,444.6
14/12/2017,Brasil,283.4,17
14/12/2017,Brasil,14617,2338
24/10/2018,Panamá,171.36,-114.24
22/09/2017,México,7050.72,-1322.28
22/09/2017,México,285.2,139.6
13/12/2017,Honduras,498.72,-58.88
08/08/2017,Honduras,2290.2204,-1118.3796
31/10/2018,Honduras,4929.12,739.32
31/10/2018,Honduras,2323.44,-232.96
31/10/2018,Honduras,2381.4,237.6
25/06/2017,México,678.4,169.6
25/06/2017,México,8251,2970
25/06/2017,México,268.8,69.6
19/07/2016,Panamá,1411.92,-683.28
12/11/2017,Nicaragua,136.2,64.8
16/11/2015,Cuba,1682,67.2
